Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
38895-TEL,Female,63,No,Telangana,3,10,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",90.85,6470.10,0.00,0.00,2695.00,9165.10,Stayed,Others,Others
38918-MAH,Female,47,Yes,Maharashtra,11,2,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",99.15,6875.35,0.00,0.00,3129.15,10004.50,Stayed,Others,Others
38920-GUJ,Female,81,Yes,Gujarat,15,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",82.00,1127.20,0.00,0.00,57.85,1185.05,Churned,Attitude,"Attitude of support person"
38927-UTT,Male,52,No,"Uttar Pradesh",1,6,"Deal 5",Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.80,288.05,0.00,0.00,131.46,419.51,Churned,Competitor,"Competitor offered higher download speeds"
38932-TAM,Female,59,No,"Tamil Nadu",5,8,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.85,2239.65,0.00,0.00,575.80,2815.45,Churned,Dissatisfaction,"Service dissatisfaction"
38933-UTT,Male,28,Yes,"Uttar Pradesh",0,10,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,"Two Year",No,"Bank Withdrawal",65.15,4681.75,4.70,0.00,2884.73,7561.78,Stayed,Others,Others
38963-TEL,Female,59,Yes,Telangana,13,33,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",109.25,8109.80,0.00,0.00,2241.36,10351.16,Churned,Competitor,"Competitor had better devices"
38970-DEL,Male,67,No,Delhi,13,9,None,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,"One Year",No,"Bank Withdrawal",55.80,2283.30,0.00,50.00,1142.40,3475.70,Stayed,Others,Others
38985-UTT,Male,57,No,"Uttar Pradesh",11,12,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",51.10,711.15,0.00,0.00,466.95,1178.10,Stayed,Others,Others
38999-WES,Female,59,Yes,"West Bengal",0,15,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",69.80,134.70,0.00,0.00,75.44,210.14,Churned,Other,"Don't know"
39045-TEL,Male,34,No,Telangana,1,23,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.45,1866.45,0.00,0.00,486.00,2352.45,Stayed,Others,Others
39047-KAR,Female,20,No,Karnataka,9,8,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",71.35,71.35,0.00,0.00,35.28,106.63,Churned,Attitude,"Attitude of support person"
39068-RAJ,Female,38,Yes,Rajasthan,14,21,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",100.75,5985.00,0.00,0.00,212.04,6197.04,Stayed,Others,Others
39078-MAH,Male,61,No,Maharashtra,5,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",99.90,6241.35,0.00,0.00,2106.94,8348.29,Stayed,Others,Others
39123-MAH,Female,45,No,Maharashtra,10,9,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",48.75,633.40,0.00,0.00,0.00,633.40,Churned,Attitude,"Attitude of support person"
39161-JAM,Female,72,No,"Jammu & Kashmir",5,9,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.55,646.85,0.00,0.00,150.01,796.86,Churned,Competitor,"Competitor made better offer"
39167-TAM,Female,41,No,"Tamil Nadu",6,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",20.50,77.60,0.00,0.00,14.52,92.12,Stayed,Others,Others
39181-WES,Male,54,Yes,"West Bengal",10,7,None,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",45.80,1147.00,0.00,0.00,0.00,1147.00,Stayed,Others,Others
39182-TAM,Male,42,No,"Tamil Nadu",11,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,No,"One Year",No,"Credit Card",100.55,2830.45,0.00,100.00,1447.68,4378.13,Stayed,Others,Others
39190-WES,Female,54,No,"West Bengal",15,25,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",-9.00,520.55,0.00,0.00,1193.13,1713.68,Stayed,Others,Others
39191-UTT,Female,74,No,"Uttar Pradesh",14,20,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",76.40,76.40,0.00,0.00,41.16,117.56,Churned,Attitude,"Attitude of support person"
39193-TAM,Female,68,Yes,"Tamil Nadu",1,21,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.85,2674.15,11.37,0.00,372.93,3035.71,Stayed,Others,Others
39216-JHA,Female,21,No,Jharkhand,3,3,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",84.30,1855.65,0.00,0.00,639.54,2495.19,Churned,Competitor,"Competitor had better devices"
39219-KAR,Female,58,Yes,Karnataka,6,35,"Deal 3",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",25.30,676.35,0.00,0.00,139.25,815.60,Churned,Price,"Long distance charges"
39251-KAR,Male,68,No,Karnataka,6,31,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",69.85,69.85,0.00,40.00,43.45,153.30,Churned,Dissatisfaction,"Limited range of services"
39253-UTT,Female,49,No,"Uttar Pradesh",13,14,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",80.65,5542.55,0.00,0.00,2784.84,8327.39,Stayed,Others,Others
39280-DEL,Female,48,Yes,Delhi,6,23,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",104.05,3416.85,0.00,0.00,454.72,3871.57,Stayed,Others,Others
39306-TAM,Male,73,Yes,"Tamil Nadu",14,19,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",96.60,2877.95,0.00,0.00,475.85,3353.80,Stayed,Others,Others
39308-MAD,Male,27,No,"Madhya Pradesh",4,5,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100.30,5244.45,0.00,0.00,415.48,5659.93,Stayed,Others,Others
39309-MAD,Female,52,No,"Madhya Pradesh",3,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.70,117.80,0.00,0.00,92.16,209.96,Stayed,Others,Others
39318-UTT,Female,24,No,"Uttar Pradesh",13,8,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.00,935.90,0.00,0.00,468.96,1404.86,Stayed,Others,Others
39322-UTT,Female,44,No,"Uttar Pradesh",12,33,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",103.75,3361.05,0.00,100.00,516.78,3977.83,Churned,Attitude,"Attitude of service provider"
39348-MAD,Female,56,Yes,"Madhya Pradesh",3,31,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",70.95,1767.35,0.00,20.00,622.75,2410.10,Churned,Dissatisfaction,"Product dissatisfaction"
39350-BIH,Female,39,Yes,Bihar,15,28,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",35.75,2492.25,0.00,150.00,0.00,2642.25,Stayed,Others,Others
39367-TEL,Female,62,No,Telangana,6,31,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,No,"One Year",Yes,"Bank Withdrawal",84.35,609.65,29.17,10.00,184.03,774.51,Stayed,Others,Others
39380-PUN,Male,54,No,Punjab,6,25,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",26.00,684.05,0.00,0.00,870.22,1554.27,Stayed,Others,Others
39394-HAR,Female,69,Yes,Haryana,0,1,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",83.15,446.05,0.00,0.00,209.15,655.20,Churned,Dissatisfaction,"Service dissatisfaction"
39394-TEL,Female,47,No,Telangana,10,12,"Deal 1",Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",66.20,4692.55,0.00,0.00,2629.13,7321.68,Stayed,Others,Others
39398-TAM,Male,37,Yes,"Tamil Nadu",5,28,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",-3.00,5497.05,0.00,0.00,694.83,6191.88,Stayed,Others,Others
39400-RAJ,Female,32,No,Rajasthan,15,12,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",108.40,7719.50,0.00,0.00,768.96,8488.46,Stayed,Others,Others
39400-UTT,Female,32,No,"Uttar Pradesh",10,5,None,No,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Mailed Check",25.20,25.20,0.00,0.00,0.00,25.20,Churned,Other,"Don't know"
39419-GUJ,Male,35,No,Gujarat,12,17,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.45,593.45,0.00,0.00,251.37,844.82,Churned,Competitor,"Competitor made better offer"
39438-PUN,Male,44,Yes,Punjab,13,13,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",81.05,5135.35,0.00,0.00,3167.36,8302.71,Stayed,Others,Others
39512-TEL,Female,39,Yes,Telangana,10,12,"Deal 5",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",45.30,196.95,0.00,0.00,159.60,356.55,Churned,Other,"Don't know"
39517-KAR,Male,57,No,Karnataka,13,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.30,28.30,0.00,0.00,31.58,59.88,Churned,Price,"Long distance charges"
39534-PUN,Female,56,No,Punjab,9,16,"Deal 4",Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,"One Year",No,"Credit Card",64.90,685.55,0.00,0.00,374.50,1060.05,Stayed,Others,Others
39534-WES,Female,60,Yes,"West Bengal",10,5,None,No,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",35.15,1051.05,0.00,0.00,0.00,1051.05,Stayed,Others,Others
39538-RAJ,Male,41,Yes,Rajasthan,1,28,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",89.40,5597.65,0.00,0.00,2806.65,8404.30,Stayed,Others,Others
39549-KAR,Female,55,No,Karnataka,0,28,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.10,4144.90,0.00,0.00,491.15,4636.05,Stayed,Others,Others
39554-UTT,Female,51,Yes,Uttarakhand,1,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20.35,697.65,45.07,0.00,79.55,732.13,Stayed,Others,Others
39561-KAR,Female,26,No,Karnataka,3,24,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",44.35,44.35,0.00,0.00,40.42,84.77,Churned,Attitude,"Attitude of support person"
39566-DEL,Female,71,No,Delhi,0,17,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,No,"One Year",No,"Credit Card",95.00,3591.25,0.00,70.00,1893.16,5554.41,Stayed,Others,Others
39581-TAM,Female,24,No,"Tamil Nadu",8,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.10,184.40,0.00,0.00,140.40,324.80,Stayed,Others,Others
39603-RAJ,Female,81,Yes,Rajasthan,10,7,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.35,75.35,0.00,0.00,28.49,103.84,Churned,Attitude,"Attitude of support person"
39606-TAM,Female,73,Yes,"Tamil Nadu",8,29,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.15,1529.20,0.00,0.00,620.00,2149.20,Churned,Other,"Don't know"
39611-AND,Female,74,Yes,"Andhra Pradesh",15,6,"Deal 3",No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",24.85,955.75,0.00,0.00,0.00,955.75,Stayed,Others,Others
39636-PUN,Female,32,Yes,Punjab,0,26,"Deal 2",Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Mailed Check",64.30,3410.60,0.00,0.00,219.44,3630.04,Stayed,Others,Others
39642-RAJ,Female,54,No,Rajasthan,4,34,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",54.70,169.45,0.00,0.00,8.64,178.09,Churned,Competitor,"Competitor had better devices"
39649-KAR,Male,42,Yes,Karnataka,6,36,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.80,4526.85,0.00,0.00,1317.18,5844.03,Stayed,Others,Others
39659-JAM,Female,61,No,"Jammu & Kashmir",8,10,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.10,79.10,0.00,0.00,42.30,121.40,Churned,Competitor,"Competitor made better offer"
39670-JAM,Male,31,No,"Jammu & Kashmir",13,16,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",96.10,3646.80,0.00,0.00,808.08,4454.88,Stayed,Others,Others
39718-JAM,Male,35,Yes,"Jammu & Kashmir",14,32,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",44.85,435.40,0.00,0.00,495.80,931.20,Churned,Competitor,"Competitor made better offer"
39718-KAR,Female,63,No,Karnataka,1,36,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.40,3474.20,0.00,0.00,1460.88,4935.08,Stayed,Others,Others
39757-TAM,Female,67,Yes,"Tamil Nadu",9,11,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",96.85,5219.65,0.00,0.00,2613.52,7833.17,Stayed,Others,Others
39778-BIH,Female,39,No,Bihar,10,11,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",78.65,78.65,0.00,0.00,46.09,124.74,Churned,Competitor,"Competitor had better devices"
39779-AND,Female,24,Yes,"Andhra Pradesh",14,8,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.90,791.15,20.17,0.00,1872.78,2643.76,Stayed,Others,Others
39808-TAM,Male,40,Yes,"Tamil Nadu",3,29,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",108.95,4025.50,0.00,0.00,702.45,4727.95,Stayed,Others,Others
39810-GUJ,Female,72,No,Gujarat,12,23,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",90.50,1201.15,29.84,140.00,339.43,1650.74,Churned,Competitor,"Competitor had better devices"
39812-PUN,Male,43,No,Punjab,9,31,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",90.60,3358.65,8.96,0.00,1647.24,4996.93,Stayed,Others,Others
39815-WES,Male,78,No,"West Bengal",0,34,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",110.80,3836.30,0.00,110.00,1152.20,5098.50,Stayed,Others,Others
39819-TAM,Female,24,Yes,"Tamil Nadu",4,5,None,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",65.25,1441.80,0.00,0.00,38.28,1480.08,Stayed,Others,Others
39833-TAM,Male,60,No,"Tamil Nadu",4,18,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",25.60,1673.40,28.09,0.00,1447.62,3092.93,Stayed,Others,Others
39834-AND,Male,46,Yes,"Andhra Pradesh",12,27,None,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",55.90,2184.35,0.00,0.00,0.00,2184.35,Churned,Dissatisfaction,"Lack of self-service on Website"
39862-TEL,Female,52,No,Telangana,10,18,"Deal 3",Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",24.70,780.20,0.00,0.00,391.68,1171.88,Stayed,Others,Others
39867-RAJ,Female,41,No,Rajasthan,1,1,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,No,"One Year",No,"Credit Card",94.80,3131.55,0.00,40.00,1387.84,4559.39,Stayed,Others,Others
39868-JAM,Female,31,Yes,"Jammu & Kashmir",5,25,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",93.65,4520.15,33.13,0.00,1767.92,6254.94,Stayed,Others,Others
39870-WES,Male,40,No,"West Bengal",10,21,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",-7.00,69.75,0.00,0.00,27.97,97.72,Churned,Attitude,"Attitude of support person"
39873-ODI,Female,80,Yes,Odisha,3,30,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",105.10,7548.10,0.00,0.00,3170.86,10718.96,Churned,Attitude,"Attitude of support person"
39881-TEL,Male,22,Yes,Telangana,13,9,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.25,1554.00,0.00,0.00,706.42,2260.42,Churned,Competitor,"Competitor offered higher download speeds"
39892-ODI,Male,41,Yes,Odisha,3,31,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",107.55,3645.50,0.00,0.00,1639.77,5285.27,Stayed,Others,Others
39934-WES,Female,20,Yes,"West Bengal",1,9,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,Yes,Yes,"One Year",No,"Bank Withdrawal",90.95,5453.40,0.00,0.00,1995.00,7448.40,Churned,Other,Moved
39937-UTT,Female,34,Yes,"Uttar Pradesh",5,32,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",93.85,1625.65,0.00,0.00,76.67,1702.32,Churned,Price,"Price too high"
39946-ASS,Female,54,Yes,Assam,11,26,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",-2.00,2184.60,0.00,0.00,772.72,2957.32,Stayed,Others,Others
39946-TEL,Female,68,No,Telangana,13,5,None,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,"One Year",No,"Credit Card",60.00,3316.10,0.00,0.00,499.40,3815.50,Stayed,Others,Others
39950-GUJ,Female,47,No,Gujarat,11,16,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",110.20,7467.50,0.00,0.00,1255.96,8723.46,Stayed,Others,Others
39953-JHA,Female,60,Yes,Jharkhand,10,30,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",50.35,1411.35,0.00,150.00,499.77,2061.12,Stayed,Others,Others
39968-PUN,Male,39,Yes,Punjab,11,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.30,595.05,0.00,0.00,584.82,1179.87,Stayed,Others,Others
41004-UTT,Female,29,No,"Uttar Pradesh",9,2,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",110.20,7689.80,0.00,150.00,385.70,8225.50,Stayed,Others,Others
41013-TEL,Female,35,Yes,Telangana,4,19,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.10,679.55,0.00,0.00,145.65,825.20,Churned,Competitor,"Competitor had better devices"
41017-MAH,Female,52,No,Maharashtra,12,1,"Deal 5",Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",51.05,415.05,0.00,0.00,30.80,445.85,Churned,Dissatisfaction,"Product dissatisfaction"
41019-AND,Female,35,Yes,"Andhra Pradesh",12,34,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",97.20,5129.45,0.00,0.00,1703.70,6833.15,Stayed,Others,Others
41031-TAM,Female,60,Yes,"Tamil Nadu",12,6,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.20,1776.55,0.00,0.00,993.80,2770.35,Churned,Other,Moved
41036-HAR,Male,34,No,Haryana,8,19,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.95,2142.80,0.00,0.00,1057.54,3200.34,Stayed,Others,Others
41038-TEL,Female,72,Yes,Telangana,10,3,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",110.50,2857.60,0.00,0.00,965.52,3823.12,Stayed,Others,Others
41047-TAM,Female,30,No,"Tamil Nadu",5,19,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.90,74.90,0.00,0.00,35.25,110.15,Churned,Competitor,"Competitor had better devices"
41056-HAR,Male,26,Yes,Haryana,7,30,"Deal 2",Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",59.90,3505.10,0.00,0.00,2840.84,6345.94,Stayed,Others,Others
41061-JAM,Female,33,No,"Jammu & Kashmir",13,9,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.90,357.75,0.00,0.00,234.40,592.15,Churned,Competitor,"Competitor made better offer"
41064-PUN,Male,66,Yes,Punjab,11,26,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Two Year",Yes,"Credit Card",64.95,4546.00,0.00,30.00,0.00,4576.00,Stayed,Others,Others
41067-HAR,Female,22,Yes,Haryana,5,8,None,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",64.70,1093.10,0.00,0.00,689.35,1782.45,Churned,Competitor,"Competitor offered higher download speeds"
41068-TAM,Female,38,No,"Tamil Nadu",9,11,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",73.50,5357.75,0.00,0.00,2441.69,7799.44,Stayed,Others,Others
41077-GUJ,Female,34,Yes,Gujarat,10,2,"Deal 1",No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,"One Year",No,"Credit Card",44.80,2983.65,0.00,0.00,0.00,2983.65,Stayed,Others,Others
41083-DEL,Female,26,Yes,Delhi,3,2,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.30,545.20,0.00,0.00,164.64,709.84,Churned,Competitor,"Competitor offered more data"
41104-MAD,Female,29,Yes,"Madhya Pradesh",9,18,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",95.65,4664.20,0.00,0.00,1407.60,6071.80,Stayed,Others,Others
41111-MAH,Female,32,No,Maharashtra,10,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",25.10,1070.15,0.00,0.00,1317.52,2387.67,Stayed,Others,Others
41120-BIH,Female,33,No,Bihar,10,27,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",43.80,592.65,0.00,0.00,383.37,976.02,Stayed,Others,Others
41128-BIH,Male,42,Yes,Bihar,13,29,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",89.45,1430.25,0.00,0.00,507.68,1937.93,Churned,Attitude,"Attitude of support person"
